femaDeclarationString,disasterNumber,state,declarationType,declarationDate,fyDeclared,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,incidentBeginDate,incidentEndDate,tribalRequest,fipsStateCode,fipsCountyCode,placeCode,designatedArea,declarationRequestNumber,lastRefresh,hash,id,Duration_of_Incident,Declared_Programs_Count,Time Since Last Disaster
DR-998-NE,-0.38988570773739967,NE,DR,1993-07-19 00:00:00+00:00,0.0758234216475216,SEVERE STORMS AND FLOODING,-0.24985132321016273,0.8042087111266986,0.2702932606585039,-0.6328271639521621,1993-06-23 00:00:00+00:00,1993-08-05 00:00:00+00:00,-0.028984492614110943,-0.07241520120827094,-0.042018531630229825,0.1590062589006146,Harlan (County),1.028996272010411,2023-05-22T03:41:22.800Z,4a2e2a231d5f845e7fe5d00a37302f0f4a59691d,be173891-b984-49e5-97cb-d329df044230,43,2,0.0
DR-964-WI,-0.4116874466949553,WI,DR,1992-09-30 00:00:00+00:00,0.020933223355392067,SEVERE STORMS & FLOODING,-0.24985132321016273,0.8042087111266986,0.2702932606585039,-0.6328271639521621,1992-09-14 00:00:00+00:00,1992-09-24 00:00:00+00:00,-0.028984492614110943,1.4092146705037354,0.4247718078396191,0.1621928568371103,Vernon (County),0.9983973699256521,2023-05-22T03:41:22.800Z,2fa5d180ce09caf8823a5cbfaca81abd4f8c2465,c90459c0-fafd-4792-9e01-cb0118e80eb3,10,2,0.0
DR-256-ND,-0.8656765991052316,ND,DR,1969-04-18 00:00:00+00:00,-1.241541337363587,FLOODING,-0.24985132321016273,0.8042087111266986,0.2702932606585039,-0.6328271639521621,1969-04-18 00:00:00+00:00,1969-04-18 00:00:00+00:00,-0.028984492614110943,0.3597268447077309,-0.46212983715309386,0.15613832075776848,Logan (County),0.284515993729354,2023-05-22T03:41:22.800Z,eebf3e511bae55e5b5d88a015dcd1f4d80b03403,469adc8c-daf9-4bfa-81eb-698308ff928b,0,2,0.0
DR-794-OK,-0.5206961414827335,OK,DR,1987-07-09 00:00:00+00:00,-0.25351776810525556,SEVERE STORMS & FLOODING,-0.24985132321016273,-1.2434583040004594,0.2702932606585039,-0.6328271639521621,1987-05-19 00:00:00+00:00,1987-05-31 00:00:00+00:00,-0.028984492614110943,0.4831960006837315,0.14469760415770974,0.16028089807521287,Murray (County),0.84245767642379,2023-05-22T03:41:22.800Z,3f2081cbce67d38125b943b40dd533d3108e510e,74e53fc7-3ad4-4b1f-9a87-3d0932230f9e,12,1,0.0
DR-1900-MN,0.18850160225422363,MN,DR,2010-04-19 00:00:00+00:00,1.0089567926137235,FLOODING,-0.24985132321016273,-1.2434583040004594,0.2702932606585039,1.5802102958962014,2010-03-01 00:00:00+00:00,2010-04-26 00:00:00+00:00,-0.028984492614110943,-0.319353513160272,-0.8589016257024654,0.15342971251174714,Blue Earth (County),-1.5442876881145522,2023-05-22T03:41:22.800Z,392b8ecfdaa24b4e8f80b528f8641ad33f478304,46f0cc5d-1be8-4ebd-aa65-de4ed60bfb27,56,2,0.0
DR-720-UT,-0.568146985096237,UT,DR,1984-08-17 00:00:00+00:00,-0.41818836298164414,"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING",-0.24985132321016273,-1.2434583040004594,0.2702932606585039,-0.6328271639521621,1984-08-17 00:00:00+00:00,1984-08-17 00:00:00+00:00,-0.028984492614110943,1.0388072025757338,-0.6955250068880183,0.15454502178952062,Millard (County),0.7506299682423753,2023-05-22T03:41:22.800Z,09855103282f0898ba359e830cd7a20d2f643eb8,37850f08-213a-4b29-a447-ba8668fd3881,0,1,0.0
DR-1982-MN,0.24108226679891664,MN,DR,2011-05-10 00:00:00+00:00,1.063846990905853,SEVERE STORMS AND FLOODING,-0.24985132321016273,-1.2434583040004594,0.2702932606585039,1.5802102958962014,2011-03-16 00:00:00+00:00,2011-05-25 00:00:00+00:00,-0.028984492614110943,-0.319353513160272,0.3780927738926342,0.16187419704346073,Polk (County),-1.5119526781100905,2023-05-22T03:41:22.800Z,3db470a9166358871ba49bbfc10f676d41bfb4e9,4cb32de9-4ef7-474e-ab49-2500145c4606,70,2,0.0
DR-1093-PA,-0.3289690841795236,PA,DR,1996-01-21 00:00:00+00:00,0.24049401652391017,SEVERE STORMS AND FLOODING,-0.24985132321016273,0.8042087111266986,0.2702932606585039,-0.6328271639521621,1996-01-19 00:00:00+00:00,1996-02-01 00:00:00+00:00,-0.028984492614110943,0.606665156659732,0.26139518902517195,0.1610775475593368,Snyder (County),1.1216920341516772,2023-05-22T03:41:22.800Z,d88912066ccd506bcea712ab354e630012a3f6f2,246a8dfe-4f67-4683-b57e-c0a8c6a16fd3,13,2,0.0
DR-1984-SD,0.24236472203171402,SD,DR,2011-05-13 00:00:00+00:00,1.063846990905853,FLOODING,-0.24985132321016273,-1.2434583040004594,0.2702932606585039,1.5802102958962014,2011-03-11 00:00:00+00:00,2011-07-22 00:00:00+00:00,-0.028984492614110943,0.8536034686117331,-0.11203708255070716,0.15852826921014024,Kingsbury (County),-1.5109296145145514,2023-05-22T03:41:22.800Z,1e9ab058bec68e3cb2f3334b60f71d2afbe35ce1,364e26fc-10ee-4090-b8e1-49e8d1320740,133,2,0.0
DR-224-WV,-0.88619588282999,WV,DR,1967-03-13 00:00:00+00:00,-1.351321733947846,FLOODING,-0.24985132321016273,0.8042087111266986,0.2702932606585039,-0.6328271639521621,1967-03-13 00:00:00+00:00,1967-03-13 00:00:00+00:00,-0.028984492614110943,1.3474800925157353,-0.835562108728973,0.1535890424085719,Clay (County),0.22248113752712215,2023-05-22T03:41:22.800Z,2061b504f2459d0312d6f6b040a0b81233ab8baf,2feb8648-109d-4d59-8a0e-166a24756977,0,2,0.0
DR-63-NV,-0.9894335290701799,NV,DR,1956-08-31 00:00:00+00:00,-1.9551139151612709,FLOOD,-0.24985132321016273,0.8042087111266986,0.2702932606585039,1.5802102958962014,1956-08-31 00:00:00+00:00,1956-08-31 00:00:00+00:00,-0.028984492614110943,-0.010680623220270675,-1.0106084860301663,-7.734435824644457,Statewide,-0.11866406869444665,2023-05-22T03:41:22.800Z,0413a5cedada88540f477d8fe7bc36d6576e9e0b,6ac7fcfa-1193-485b-a151-b414dfbf63bb,0,3,251.0
DR-965-IA,-0.4110462190785566,IA,DR,1992-10-02 00:00:00+00:00,0.0758234216475216,SEVERE STORMS & FLOODING,-0.24985132321016273,-1.2434583040004594,0.2702932606585039,-0.6328271639521621,1992-09-14 00:00:00+00:00,1992-09-15 00:00:00+00:00,-0.028984492614110943,-0.8132301370642742,1.148296834017885,0.16713208363867862,Wayne (County),0.9984283718527897,2023-05-22T03:41:22.800Z,fe11c248eda692b8af637d0e954502463d9ceac8,bc5075e2-e2ef-49b6-8399-958c67a25b9f,1,1,448.0
DR-616-LA,-0.6348346572017013,LA,DR,1980-04-09 00:00:00+00:00,-0.6377491561501623,SEVERE STORMS & FLOODING,-0.24985132321016273,0.8042087111266986,-3.6996852883558504,-0.6328271639521621,1980-04-09 00:00:00+00:00,1980-04-09 00:00:00+00:00,-0.028984492614110943,-0.6280264031002734,0.19137663810469463,0.16059955786886243,St. Tammany (Parish),0.6256611999509227,2023-05-22T03:41:22.800Z,8a99908e939249b6a3148ebf52f4b6d8b101c1b7,a303deed-270a-44dc-aeff-f15e719cb838,0,1,0.0
DR-1116-MN,-0.3142208490023536,MN,DR,1996-06-01 00:00:00+00:00,0.24049401652391017,FLOODING AND SEVERE STORMS,-0.24985132321016273,-1.2434583040004594,0.2702932606585039,-0.6328271639521621,1996-03-14 00:00:00+00:00,1996-06-17 00:00:00+00:00,-0.028984492614110943,-0.319353513160272,0.30807422297215686,0.16139620735298638,Pennington (County),1.1249472365011195,2023-05-22T03:41:22.800Z,982a5a70a1baedda352116d31c9f55979c49a5d3,db7be1a6-bcca-41ca-8945-b5743514a0f9,95,1,0.0
DR-911-IA,-0.44567251036408617,IA,DR,1991-07-12 00:00:00+00:00,-0.03395697493673746,SEVERE STORMS & FLOODING,-0.24985132321016273,0.8042087111266986,-3.6996852883558504,-0.6328271639521621,1991-06-01 00:00:00+00:00,1991-06-15 00:00:00+00:00,-0.028984492614110943,-0.8132301370642742,-0.27541370136515425,0.15741295993236676,Emmet (County),0.9669304138810417,2023-05-22T03:41:22.800Z,c6644e5488a3d1d70292bc787d42ced92409fdf9,cf39215d-4a61-4d0b-93b8-9ced49218c20,14,1,0.0
DR-294-AZ,-0.8413099496820812,AZ,DR,1970-09-22 00:00:00+00:00,-1.1866511390714576,HEAVY RAINS & FLASH,-0.24985132321016273,0.8042087111266986,0.2702932606585039,-0.6328271639521621,1970-09-22 00:00:00+00:00,1970-09-22 00:00:00+00:00,-0.028984492614110943,-1.7392488068842782,-0.9755992105699276,0.1526330630276232,Cochise (County),0.31557992472117624,2023-05-22T03:41:22.800Z,76faec6402be156cef5d141216f75381dfa2190c,f473d63a-08da-475f-a16c-0ef4b653de6c,0,2,0.0
DR-1420-IA,-0.11928765361715019,IA,DR,2002-06-19 00:00:00+00:00,0.5698352062766874,SEVERE STORMS AND FLOODING,-0.24985132321016273,0.8042087111266986,0.2702932606585039,1.5802102958962014,2002-06-03 00:00:00+00:00,2002-06-25 00:00:00+00:00,-0.028984492614110943,-0.8132301370642742,0.12135808718421728,0.1601215681783881,Jackson (County),-1.7911870358379776,2023-05-22T03:41:22.800Z,2054a6522a20c38a7b99e3c4bfeaf0f7cfa159fb,b61212f3-113b-42ea-bade-9b9af61ba4cf,22,3,0.0
DR-416-WV,-0.7630801804814403,WV,DR,1974-01-29 00:00:00+00:00,-0.9670903459029394,SEVERE STORMS & FLOODING,-0.24985132321016273,0.8042087111266986,0.2702932606585039,-0.6328271639521621,1974-01-29 00:00:00+00:00,1974-01-29 00:00:00+00:00,-0.028984492614110943,1.3474800925157353,-0.32209273531213917,0.15709430013871717,Mingo (County),0.4391226043643016,2023-05-22T03:41:22.800Z,3ecb2922171a653ef20b17b354274bebd5c1b933,e4f7897a-3eed-4b84-b9df-54a9c6a007a5,0,2,0.0
DR-214-GA,-0.8926081589939768,GA,DR,1966-03-14 00:00:00+00:00,-1.4062119322399755,FLOODING,-0.24985132321016273,0.8042087111266986,0.2702932606585039,-0.6328271639521621,1966-03-14 00:00:00+00:00,1966-03-14 00:00:00+00:00,-0.028984492614110943,-1.1836376049922757,2.2919331657190147,0.17493924858309307,Treutlen (County),0.19129319882674972,2023-05-22T03:41:22.800Z,bf82248b789f0e422876615c89110ad88b2ffb29,c9591ded-e9d9-48e2-9d40-78d3c66659db,0,2,0.0
DR-891-IN,-0.4584970626920601,IN,DR,1991-01-05 00:00:00+00:00,-0.03395697493673746,SEVERE STORMS & FLOODING,-0.24985132321016273,0.8042087111266986,0.2702932606585039,-0.6328271639521621,1990-12-28 00:00:00+00:00,1991-01-22 00:00:00+00:00,-0.028984492614110943,-0.8749647150522745,0.16803712113120217,0.16044022797203766,Martin (County),0.966093361848328,2023-05-22T03:41:22.800Z,f07e89d5ff8fb4a29ab5159c3d005d4f3bfd340b,4619dac4-994f-408e-862e-8f7b8903b162,25,2,0.0
DR-4263-LA,1.703722459804341,LA,DR,2016-03-13 00:00:00+00:00,1.3382979823665007,SEVERE STORMS AND FLOODING,4.002380244185654,-1.2434583040004594,0.2702932606585039,1.5802102958962014,2016-03-08 00:00:00+00:00,2016-04-08 00:00:00+00:00,-0.028984492614110943,-0.6280264031002734,0.3780927738926342,0.16187419704346073,Webster (Parish),-1.358307127216407,2023-05-22T03:41:22.800Z,18a089b5d99eefb4944b59161f55416ab88a6eeb,b1b38277-52f4-4d88-bb36-ecbd1547692a,31,3,0.0
DR-359-VA,-0.799630154616166,VA,DR,1972-10-10 00:00:00+00:00,-1.021980544195069,SEVERE STORMS & FLOODING,-0.24985132321016273,0.8042087111266986,0.2702932606585039,-0.6328271639521621,1972-10-10 00:00:00+00:00,1972-10-10 00:00:00+00:00,-0.028984492614110943,1.1622763585517344,0.30807422297215686,0.16139620735298638,Madison (County),0.37873085030035974,2023-05-22T03:41:22.800Z,aa9801dc5a58f13f0e1bccf0d8691d5d6a5e0ed1,0724b753-4453-4201-9464-e51553a4f2f2,0,2,0.0
DR-438-IL,-0.7489731729206691,IL,DR,1974-06-10 00:00:00+00:00,-0.9670903459029394,SEVERE STORMS & FLOODING,-0.24985132321016273,0.8042087111266986,0.2702932606585039,-0.6328271639521621,1974-06-10 00:00:00+00:00,1974-06-10 00:00:00+00:00,-0.028984492614110943,-0.9366992930402747,0.09801857021072484,0.1599622382815633,Knox (County),0.4406416987940414,2023-05-22T03:41:22.800Z,5a99d22bc0b0f33e1c936502722c8d8b84c8395a,baed7ef6-110a-4778-aada-cfdefde87647,0,2,0.0
DR-1172-WA,-0.27831210248402666,WA,DR,1997-04-02 00:00:00+00:00,0.2953842148160397,"HEAVY RAINS, SNOW MELT, FLOODING, LAND & MUD SLIDES",-0.24985132321016273,0.8042087111266986,0.2702932606585039,-0.6328271639521621,1997-03-18 00:00:00+00:00,1997-03-28 00:00:00+00:00,-0.028984492614110943,1.285745514527735,-0.625506455967541,0.15502301147999498,King (County),1.1534380075405253,2023-05-22T03:41:22.800Z,0dc7074aeed611f0747a12440ae65f2edc271ae8,b64bcdc1-f63c-4152-b607-bba8705b5e46,10,2,0.0
DR-1369-WI,-0.15199026205348365,WI,DR,2001-05-11 00:00:00+00:00,0.5149450079845578,"FLOODING, SEVERE STORMS AND TORNADOES",-0.24985132321016273,-1.2434583040004594,0.2702932606585039,-0.6328271639521621,2001-04-10 00:00:00+00:00,2001-07-06 00:00:00+00:00,-0.028984492614110943,1.4092146705037354,0.5881484266540662,0.16330816611488377,Waushara (County),-1.8227779995911382,2023-05-22T03:41:22.800Z,df40f26c8b0230835f69a949e665ccfa7329b479,16ff0849-99f9-498f-9ec1-9da9b83b7263,87,1,0.0
DR-410-ME,-0.7669275461798326,ME,DR,1974-01-18 00:00:00+00:00,-0.9670903459029394,SEVERE STORMS & FLOODING,-0.24985132321016273,0.8042087111266986,0.2702932606585039,-0.6328271639521621,1974-01-18 00:00:00+00:00,1974-01-18 00:00:00+00:00,-0.028984492614110943,-0.566291825112273,-0.8122225917554805,0.1537483723053967,Oxford (County),0.4389985966557514,2023-05-22T03:41:22.800Z,77d5179aa21368b5121709e3da7787e3f37012b9,446521fe-6092-4c85-a164-013b1c71bdee,0,2,0.0
DR-764-SD,-0.5399329699746944,SD,DR,1986-05-03 00:00:00+00:00,-0.3084079663973851,SEVERE STORMS & FLOODING,-0.24985132321016273,-1.2434583040004594,0.2702932606585039,-0.6328271639521621,1986-03-22 00:00:00+00:00,1986-05-10 00:00:00+00:00,-0.028984492614110943,0.8536034686117331,-0.15871611649769204,0.15820960941649068,Jerauld (County),0.811300739650555,2023-05-22T03:41:22.800Z,128737fac14bf7ba104914ea2433b7168cb47062,fff12cbd-a243-4d46-8cf2-6665255f4d2b,49,1,0.0
EM-3376-LA,1.134953564058698,LA,EM,2016-02-05 00:00:00+00:00,1.3382979823665007,FLOODING,-0.24985132321016273,-1.2434583040004594,0.2702932606585039,-0.6328271639521621,2015-12-28 00:00:00+00:00,2016-02-01 00:00:00+00:00,-0.028984492614110943,-0.6280264031002734,0.26139518902517195,0.1610775475593368,Terrebonne (Parish),-1.3589271657591577,2023-05-22T03:41:22.800Z,1f9e3d23380dc04a13a0e7738f1fc72b089cdda3,7b3efa53-96b6-4861-9b51-44a7e3aab6e1,35,1,207.0
DR-438-IL,-0.7489731729206691,IL,DR,1974-06-10 00:00:00+00:00,-0.9670903459029394,SEVERE STORMS & FLOODING,-0.24985132321016273,0.8042087111266986,0.2702932606585039,-0.6328271639521621,1974-06-10 00:00:00+00:00,1974-06-10 00:00:00+00:00,-0.028984492614110943,-0.9366992930402747,0.4247718078396191,0.1621928568371103,Marshall (County),0.4406416987940414,2023-05-22T03:41:22.800Z,561fce632469da8806717283c49ce08b0d80677d,4ec07c44-00ea-4967-ab99-51dd1fa9f506,0,2,0.0
DR-193-IA,-0.9060739389383494,IA,DR,1965-04-22 00:00:00+00:00,-1.4611021305321052,FLOODING,-0.24985132321016273,0.8042087111266986,0.2702932606585039,-0.6328271639521621,1965-04-22 00:00:00+00:00,1965-04-22 00:00:00+00:00,-0.028984492614110943,-0.8132301370642742,0.9149016642829604,0.16553878467043076,Shelby (County),0.1605082851791654,2023-05-22T03:41:22.800Z,5fa3bd6629708be6d692a849b914d52fbd9bd217,ac7dbe2c-75ce-46b5-a7ac-a580bd8fef39,0,2,0.0
DR-414-WA,-0.7643626357142378,WA,DR,1974-01-25 00:00:00+00:00,-0.9670903459029394,"SEVERE STORMS, SNOWMELT & FLOODING",-0.24985132321016273,0.8042087111266986,0.2702932606585039,-0.6328271639521621,1974-01-25 00:00:00+00:00,1974-01-25 00:00:00+00:00,-0.028984492614110943,1.285745514527735,-0.41545080320610894,0.15645698055141805,Pend Oreille (County),0.43924661207285176,2023-05-22T03:41:22.800Z,04c9a5f7cb5cbb700e10cd70dcc9555e513c709e,2263a8e4-7248-4f46-aed3-9c36f08fbf08,0,2,0.0
DR-261-CO,-0.8624704610232382,CO,DR,1969-05-19 00:00:00+00:00,-1.241541337363587,SEVERE STORMS & FLOODING,-0.24985132321016273,0.8042087111266986,0.2702932606585039,-0.6328271639521621,1969-05-19 00:00:00+00:00,1969-05-19 00:00:00+00:00,-0.028984492614110943,-1.4923104949322772,-0.46212983715309386,0.15613832075776848,Gilpin (County),0.2846710033650417,2023-05-22T03:41:22.800Z,cc78954b7297402baf7c5a540fdf3e3c017730b3,94a04575-2ef8-4905-88a3-4583e373a55f,0,2,0.0
DR-807-AR,-0.5123601824695505,AR,DR,1987-12-31 00:00:00+00:00,-0.19862756981312604,SEVERE STORMS & FLOODING,-0.24985132321016273,0.8042087111266986,-3.6996852883558504,-0.6328271639521621,1987-12-24 00:00:00+00:00,1988-01-03 00:00:00+00:00,-0.028984492614110943,-1.6775142288962779,0.3780927738926342,0.16187419704346073,Pulaski (County),0.8432327246022286,2023-05-22T03:41:22.800Z,285a2dad5ee4648decccc29cb8a3a41c690a0c7e,af1b76b7-6b27-4b27-9881-6e38bbe6223f,10,1,0.0
DR-868-IA,-0.47324529786923003,IA,DR,1990-05-26 00:00:00+00:00,-0.08884717322886698,SEVERE STORMS & FLOODING,-0.24985132321016273,0.8042087111266986,-3.6996852883558504,-0.6328271639521621,1990-05-18 00:00:00+00:00,1990-07-06 00:00:00+00:00,-0.028984492614110943,-0.8132301370642742,-0.3454322522856316,0.1569349702418924,Des Moines (County),0.9356184674721191,2023-05-22T03:41:22.800Z,548b14216c3a0c8e78d8a87091b39391c73ef6b9,9ceb07e9-d428-4a39-8b3d-e40016d1daa1,49,1,0.0
DR-651-CA,-0.612391690627747,CA,DR,1982-01-07 00:00:00+00:00,-0.5279687595659032,"SEVERE STORMS, FLOOD, MUDSLIDES & HIGH TIDE",-0.24985132321016273,0.8042087111266986,0.2702932606585039,-0.6328271639521621,1981-12-19 00:00:00+00:00,1982-01-08 00:00:00+00:00,-0.028984492614110943,-1.6157796509082776,0.12135808718421728,0.1601215681783881,Sonoma (County),0.6871380214646787,2023-05-22T03:41:22.800Z,39ccd1bec0597c0e112298c54d154dfb2c0523d8,81f9cacf-815d-472b-8e38-82d1f1f987cd,20,2,0.0
DR-1279-ND,-0.20970074752936624,ND,DR,1999-06-08 00:00:00+00:00,0.40516461140029875,"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR",-0.24985132321016273,0.8042087111266986,0.2702932606585039,1.5802102958962014,1999-03-01 00:00:00+00:00,1999-07-19 00:00:00+00:00,-0.028984492614110943,0.3597268447077309,0.12135808718421728,0.1601215681783881,Traill (County),1.2155968714513075,2023-05-22T03:41:22.800Z,bd4d48d9278fa96e5eb40383f5234b43f0fdb5bb,613226d4-6040-4798-a1ca-48afd4bf8748,140,3,0.0
DR-223-CA,-0.8868371104463886,CA,DR,1967-01-02 00:00:00+00:00,-1.351321733947846,SEVERE STORMS & FLOODING,-0.24985132321016273,0.8042087111266986,0.2702932606585039,-0.6328271639521621,1967-01-02 00:00:00+00:00,1967-01-02 00:00:00+00:00,-0.028984492614110943,-1.6157796509082776,-0.15871611649769204,0.15820960941649068,San Diego (County),0.22245013559998458,2023-05-22T03:41:22.800Z,51e235a11ff09f260325e2568c0546e1fd5886a9,ed3a1038-ef71-4d90-ba62-be49dfac5b48,0,2,0.0
DR-995-MO,-0.39180939058659575,MO,DR,1993-07-09 00:00:00+00:00,0.0758234216475216,SEVERE STORMS & FLOODING,-0.24985132321016273,0.8042087111266986,0.2702932606585039,-0.6328271639521621,1993-06-10 00:00:00+00:00,1993-10-25 00:00:00+00:00,-0.028984492614110943,-0.19588435718427147,-0.8822411426759579,0.15327038261492235,Barton (County),1.0289032662289985,2023-05-22T03:41:22.800Z,f485700e242571f1f675cf1890df54be1f81eff3,ca5826fa-23b3-43b1-bbc1-379956749a0e,137,2,0.0
DR-631-MI,-0.6252162429557209,MI,DR,1980-09-08 00:00:00+00:00,-0.6377491561501623,SEVERE STORMS & FLOODING,-0.24985132321016273,-1.2434583040004594,0.2702932606585039,-0.6328271639521621,1980-09-08 00:00:00+00:00,1980-09-08 00:00:00+00:00,-0.028984492614110943,-0.3810880911482723,0.8448831133624831,0.1650607949799564,Van Buren (County),0.6270562866721124,2023-05-22T03:41:22.800Z,2f5bd5191c9ae31e8cb04120fa94c86cd6775096,b8abed13-a512-490f-b934-6e5ba5c14a45,0,1,0.0
DR-226-KY,-0.8849134275971925,KY,DR,1967-03-27 00:00:00+00:00,-1.351321733947846,SEVERE STORMS & FLOODING,-0.24985132321016273,0.8042087111266986,0.2702932606585039,-0.6328271639521621,1967-03-27 00:00:00+00:00,1967-03-27 00:00:00+00:00,-0.028984492614110943,-0.6897609810882737,0.5648089096805737,0.163148836218059,Lewis (County),0.22254314138139725,2023-05-22T03:41:22.800Z,871b9a20fbfe6fa437bc3c1accc7acbb11a29452,5918f00e-44e7-4844-ad14-af6137c88d9d,0,2,0.0
DR-4227-WY,1.6806382656139878,WY,DR,2015-07-07 00:00:00+00:00,1.2834077840743712,SEVERE STORMS AND FLOODING,4.002380244185654,-1.2434583040004594,0.2702932606585039,1.5802102958962014,2015-05-24 00:00:00+00:00,2015-06-06 00:00:00+00:00,-0.028984492614110943,1.4709492484917357,-0.788883074781988,0.1539077022022215,Johnson (County),-1.3892470504996788,2023-05-22T03:41:22.800Z,150a0b8088ead119490923cbf9877eb171149ee2,6b869b96-b124-4b3b-9ebf-84b9b487aebe,13,3,0.0
DR-1143-ME,-0.2969077033595888,ME,DR,1996-10-28 00:00:00+00:00,0.2953842148160397,SEVERE STORMS AND FLOODING,-0.24985132321016273,0.8042087111266986,0.2702932606585039,-0.6328271639521621,1996-10-20 00:00:00+00:00,1996-10-26 00:00:00+00:00,-0.028984492614110943,-0.566291825112273,-0.6488459729410334,0.15486368158317018,"York (County)(in MSA 6400,6450)",1.1521979304550234,2023-05-22T03:41:22.800Z,8760d4277b4fd8e6a34af4801d9f483992b79f66,0980ff94-d4ba-40e4-9ace-e4a4df043d17,6,2,899.0
DR-4421-IA,1.8050364231953349,IA,DR,2019-03-23 00:00:00+00:00,1.5029685772428893,SEVERE STORMS AND FLOODING,-0.24985132321016273,-1.2434583040004594,0.2702932606585039,1.5802102958962014,2019-03-12 00:00:00+00:00,2019-06-15 00:00:00+00:00,-0.028984492614110943,-0.8132301370642742,0.09801857021072484,0.1599622382815633,Iowa (County),-1.2658593804922411,2023-05-22T03:41:22.800Z,32e6c8517a290e9e552233b3721ecf3d4139e501,e66ddc32-dd01-4ce7-90f2-d845f349bc07,95,2,0.0
DR-1370-MN,-0.15134903443708494,MN,DR,2001-05-16 00:00:00+00:00,0.5149450079845578,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",-0.24985132321016273,0.8042087111266986,0.2702932606585039,1.5802102958962014,2001-03-23 00:00:00+00:00,2001-07-03 00:00:00+00:00,-0.028984492614110943,-0.319353513160272,0.7515250454685133,0.16442347539265728,Swift (County),-1.822653991882588,2023-05-22T03:41:22.800Z,6ddda19a680f2980e55dc8f012253a667b211fbc,601d3748-8e40-4779-a980-a225509a2f70,102,3,0.0
DR-1093-PA,-0.3289690841795236,PA,DR,1996-01-21 00:00:00+00:00,0.24049401652391017,SEVERE STORMS AND FLOODING,-0.24985132321016273,0.8042087111266986,0.2702932606585039,-0.6328271639521621,1996-01-19 00:00:00+00:00,1996-02-01 00:00:00+00:00,-0.028984492614110943,0.606665156659732,0.004660502316755064,0.15932491869426416,Mifflin (County),1.1216920341516772,2023-05-22T03:41:22.800Z,b3aab013ae9f9cf9f756146ed716194b0c9b069e,238a3f10-6d02-4b9b-aaab-4cbf10c2cbc4,13,2,0.0
DR-218-TX,-0.8900432485283821,TX,DR,1966-05-12 00:00:00+00:00,-1.4062119322399755,SEVERE STORMS & FLOODING,-0.24985132321016273,0.8042087111266986,0.2702932606585039,-0.6328271639521621,1966-05-12 00:00:00+00:00,1966-05-12 00:00:00+00:00,-0.028984492614110943,0.9770726245877336,0.30807422297215686,0.16139620735298638,Dallas (County),0.1914172065352999,2023-05-22T03:41:22.800Z,531d0675f10a736b53c3ba316259c1fbb37355e3,bb01c0dd-67d6-4b63-bd06-083ba1445c16,0,2,0.0
DR-824-MN,-0.5014593129907726,MN,DR,1989-05-08 00:00:00+00:00,-0.14373737152099653,FLOODING,-0.24985132321016273,0.8042087111266986,0.2702932606585039,-0.6328271639521621,1989-03-29 00:00:00+00:00,1989-05-08 00:00:00+00:00,-0.028984492614110943,-0.319353513160272,0.3780927738926342,0.16187419704346073,Polk (County),0.9041825133546463,2023-05-22T03:41:22.800Z,1a6a89f11f2492e96abf9fcc339e87261f0eadb6,1c26cb34-f485-4546-ad2c-b8283fd16c3a,40,2,0.0
DR-4015-LA,1.5446980109374644,LA,DR,2011-08-18 00:00:00+00:00,1.063846990905853,FLOODING,-0.24985132321016273,-1.2434583040004594,0.2702932606585039,-0.6328271639521621,2011-04-25 00:00:00+00:00,2011-07-07 00:00:00+00:00,-0.028984492614110943,-0.6280264031002734,-0.625506455967541,0.15502301147999498,East Baton Rouge (Parish),-1.5087284776877856,2023-05-22T03:41:22.800Z,21a83fe32af8d359153908b9427895b61cf9285f,1ae67df5-5ec1-42b8-926d-965715f51fa3,73,1,0.0
DR-759-NV,-0.5431391080566879,NV,DR,1986-02-28 00:00:00+00:00,-0.3084079663973851,SEVERE STORMS & FLOODING,-0.24985132321016273,-1.2434583040004594,0.2702932606585039,-0.6328271639521621,1986-02-15 00:00:00+00:00,1986-03-12 00:00:00+00:00,-0.028984492614110943,-0.010680623220270675,4.940968342210407,-6.961685825044251,Carson City,0.8110837261605922,2023-05-22T03:41:22.800Z,d93eb010dcb46d5ad1ce5424c48eb80b07ef7c71,ab85f114-0b87-4ee2-b1c7-23995e50e236,25,1,0.0
DR-4553-ND,1.8896784685599626,ND,DR,2020-07-09 00:00:00+00:00,1.5578587755350188,FLOODING,-0.24985132321016273,-1.2434583040004594,0.2702932606585039,1.5802102958962014,2020-04-01 00:00:00+00:00,2020-04-25 00:00:00+00:00,-0.028984492614110943,0.3597268447077309,0.12135808718421728,0.1601215681783881,Traill (County),-1.2293391103242106,2023-05-22T03:41:22.800Z,b6ddab70544d4dda5e9be0e13a7e474ca90d673e,a88be178-7360-4d44-b0b0-c722c92e551b,24,2,0.0
